Date,Australian Dollar,U.S. Dollar,New Zealand Dollar,Euro
2013-09-01,0.8947,1.0,0.7761,1.3235
2013-09-02,0.8947,1.0,0.7761,1.3235
2013-09-03,0.9033,1.0,0.7816,1.3172
2013-09-04,0.9097,1.0,0.7805,1.3171
2013-09-05,0.9161,1.0,0.7895,1.3202
2013-09-06,0.9131,1.0,0.789,1.3117
2013-09-07,0.9131,1.0,0.789,1.3117
2013-09-08,0.9131,1.0,0.789,1.3117
2013-09-09,0.9191,1.0,0.7987,1.3194
2013-09-10,0.9275,1.0,0.8014,1.324
2013-09-11,0.9289,1.0,0.8059,1.3268
2013-09-12,0.9249,1.0,0.8129,1.329
2013-09-13,0.9235,1.0,0.813,1.3295
2013-09-14,0.9235,1.0,0.813,1.3295
2013-09-15,0.9235,1.0,0.813,1.3295
2013-09-16,0.9324,1.0,0.8202,1.3357
2013-09-17,0.9313,1.0,0.8176,1.3356
2013-09-18,0.935,1.0,0.8231,1.3352
2013-09-19,0.9496,1.0,0.8371,1.3545
2013-09-20,0.9454,1.0,0.8383,1.3514
2013-09-21,0.9454,1.0,0.8383,1.3514
2013-09-22,0.9454,1.0,0.8383,1.3514
2013-09-23,0.9432,1.0,0.8365,1.3508
2013-09-24,0.9411,1.0,0.8368,1.3473
2013-09-25,0.9381,1.0,0.824,1.3504
2013-09-26,0.9376,1.0,0.8244,1.3499
2013-09-27,0.9359,1.0,0.8292,1.3537
2013-09-28,0.9359,1.0,0.8292,1.3537
2013-09-29,0.9359,1.0,0.8292,1.3537
2013-09-30,0.9309,1.0,0.827,1.3505
2013-10-01,0.9396,1.0,0.8299,1.3554
2013-10-02,0.9369,1.0,0.8273,1.3515
2013-10-03,0.9391,1.0,0.8315,1.3594
2013-10-04,0.9443,1.0,0.8292,1.3593
2013-10-05,0.9443,1.0,0.8292,1.3593
2013-10-06,0.9443,1.0,0.8292,1.3593
2013-10-07,0.9443,1.0,0.8315,1.3572
2013-10-08,0.9434,1.0,0.8299,1.3576
2013-10-09,0.9434,1.0,0.8297,1.3515
2013-10-10,0.9397,1.0,0.8297,1.3532
2013-10-11,0.947,1.0,0.828,1.3566
2013-10-12,0.947,1.0,0.828,1.3566
2013-10-13,0.947,1.0,0.828,1.3566
2013-10-14,0.947,1.0,0.828,1.3566
2013-10-15,0.9533,1.0,0.8348,1.3493
2013-10-16,0.9525,1.0,0.8397,1.3561
2013-10-17,0.9542,1.0,0.8422,1.3662
2013-10-18,0.9617,1.0,0.8476,1.3684
2013-10-19,0.9617,1.0,0.8476,1.3684
2013-10-20,0.9617,1.0,0.8476,1.3684
2013-10-21,0.9672,1.0,0.8498,1.3667
2013-10-22,0.9649,1.0,0.8452,1.3674
2013-10-23,0.9655,1.0,0.8515,1.3752
2013-10-24,0.9651,1.0,0.8414,1.3805
2013-10-25,0.9615,1.0,0.8346,1.3777
2013-10-26,0.9615,1.0,0.8346,1.3777
2013-10-27,0.9615,1.0,0.8346,1.3777
2013-10-28,0.9609,1.0,0.8346,1.3784
2013-10-29,0.9515,1.0,0.8304,1.3768
2013-10-30,0.9482,1.0,0.8262,1.3755
2013-10-31,0.949,1.0,0.8267,1.3641
2013-11-01,0.9481,1.0,0.8261,1.3505
2013-11-02,0.9481,1.0,0.8261,1.3505
2013-11-03,0.9481,1.0,0.8261,1.3505
2013-11-04,0.9481,1.0,0.8262,1.3506
2013-11-05,0.9467,1.0,0.8284,1.3494
2013-11-06,0.9518,1.0,0.8366,1.3517
2013-11-07,0.9477,1.0,0.8379,1.3365
2013-11-08,0.9465,1.0,0.8323,1.3431
2013-11-09,0.9465,1.0,0.8323,1.3431
2013-11-10,0.9465,1.0,0.8323,1.3431
2013-11-11,0.9382,1.0,0.8262,1.3394
2013-11-12,0.9336,1.0,0.8258,1.3432
2013-11-13,0.9306,1.0,0.822,1.3415
2013-11-14,0.9347,1.0,0.828,1.3436
2013-11-15,0.9344,1.0,0.8276,1.346
2013-11-16,0.9344,1.0,0.8276,1.346
2013-11-17,0.9344,1.0,0.8276,1.346
2013-11-18,0.9398,1.0,0.8357,1.3517
2013-11-19,0.9386,1.0,0.8337,1.3502
2013-11-20,0.9406,1.0,0.837,1.3527
2013-11-21,0.9296,1.0,0.826,1.3472
2013-11-22,0.9177,1.0,0.8206,1.3518
2013-11-23,0.9177,1.0,0.8206,1.3518
2013-11-24,0.9177,1.0,0.8206,1.3518
2013-11-25,0.9144,1.0,0.8183,1.3514
2013-11-26,0.9195,1.0,0.8215,1.3547
2013-11-27,0.9123,1.0,0.82,1.3596
2013-11-28,0.9123,1.0,0.82,1.3596
2013-11-29,0.9123,1.0,0.82,1.3596
2013-11-30,0.9123,1.0,0.82,1.3596
2013-12-01,0.9123,1.0,0.82,1.3596
2013-12-02,0.9151,1.0,0.8167,1.3536
2013-12-03,0.9068,1.0,0.8189,1.3578
2013-12-04,0.9067,1.0,0.8242,1.3592
2013-12-05,0.9041,1.0,0.8198,1.3594
2013-12-06,0.9058,1.0,0.822,1.3661
2013-12-07,0.9058,1.0,0.822,1.3661
2013-12-08,0.9058,1.0,0.822,1.3661
2013-12-09,0.9105,1.0,0.8289,1.3722
2013-12-10,0.9105,1.0,0.8289,1.375
2013-12-11,0.9134,1.0,0.8303,1.3767
2013-12-12,0.9025,1.0,0.8257,1.3775
2013-12-13,0.8934,1.0,0.8246,1.3727
2013-12-14,0.8934,1.0,0.8246,1.3727
2013-12-15,0.8934,1.0,0.8246,1.3727
2013-12-16,0.8954,1.0,0.8266,1.3776
2013-12-17,0.8941,1.0,0.8256,1.3749
2013-12-18,0.8904,1.0,0.8271,1.3749
2013-12-19,0.8836,1.0,0.8231,1.3667
2013-12-20,0.8871,1.0,0.8197,1.3655
2013-12-21,0.8871,1.0,0.8197,1.3655
2013-12-22,0.8871,1.0,0.8197,1.3655
2013-12-23,0.8945,1.0,0.8209,1.3702
2013-12-24,0.892,1.0,0.8198,1.3684
2013-12-25,0.892,1.0,0.8198,1.3684
2013-12-26,0.892,1.0,0.8198,1.3684
2013-12-27,0.8906,1.0,0.8167,1.3814
2013-12-28,0.8906,1.0,0.8167,1.3814
2013-12-29,0.8906,1.0,0.8167,1.3814
2013-12-30,0.8865,1.0,0.8164,1.3783
2013-12-31,0.8865,1.0,0.8164,1.3783
2014-01-01,0.8865,1.0,0.8164,1.3783
2014-01-02,0.8912,1.0,0.8164,1.3658
2014-01-03,0.8982,1.0,0.8185,1.3634
2014-01-04,0.8982,1.0,0.8185,1.3634
2014-01-05,0.8982,1.0,0.8185,1.3634
2014-01-06,0.8949,1.0,0.8276,1.3602
2014-01-07,0.892,1.0,0.8295,1.3641
2014-01-08,0.8931,1.0,0.8286,1.3594
2014-01-09,0.8882,1.0,0.8262,1.3612
2014-01-10,0.8905,1.0,0.8255,1.3587
2014-01-11,0.8905,1.0,0.8255,1.3587
2014-01-12,0.8905,1.0,0.8255,1.3587
2014-01-13,0.9036,1.0,0.8294,1.3654
2014-01-14,0.9035,1.0,0.8376,1.3667
2014-01-15,0.8913,1.0,0.8378,1.3606
2014-01-16,0.8814,1.0,0.8338,1.3597
2014-01-17,0.8821,1.0,0.8347,1.3584
2014-01-18,0.8821,1.0,0.8347,1.3584
2014-01-19,0.8821,1.0,0.8347,1.3584
2014-01-20,0.8821,1.0,0.8347,1.3584
2014-01-21,0.8821,1.0,0.8347,1.3526
2014-01-22,0.8866,1.0,0.8317,1.3566
2014-01-23,0.8798,1.0,0.831,1.3639
2014-01-24,0.8716,1.0,0.8307,1.3687
2014-01-25,0.8716,1.0,0.8307,1.3687
2014-01-26,0.8716,1.0,0.8307,1.3687
2014-01-27,0.8716,1.0,0.8228,1.3658
2014-01-28,0.8787,1.0,0.8236,1.3649
2014-01-29,0.8806,1.0,0.8284,1.3608
2014-01-30,0.8726,1.0,0.8209,1.3574
2014-01-31,0.8763,1.0,0.8168,1.3516
2014-02-01,0.8763,1.0,0.8168,1.3516
2014-02-02,0.8763,1.0,0.8168,1.3516
2014-02-03,0.8755,1.0,0.8106,1.3498
2014-02-04,0.888,1.0,0.8083,1.3519
2014-02-05,0.8892,1.0,0.8249,1.3543
2014-02-06,0.8964,1.0,0.8249,1.3495
2014-02-07,0.894,1.0,0.8248,1.3574
2014-02-08,0.894,1.0,0.8248,1.3574
2014-02-09,0.894,1.0,0.8248,1.3574
2014-02-10,0.8933,1.0,0.8286,1.3638
2014-02-11,0.9009,1.0,0.8266,1.3676
2014-02-12,0.905,1.0,0.8318,1.3573
2014-02-13,0.8934,1.0,0.8317,1.3675
2014-02-14,0.8996,1.0,0.834,1.3707
2014-02-15,0.8996,1.0,0.834,1.3707
2014-02-16,0.8996,1.0,0.834,1.3707
2014-02-17,0.8996,1.0,0.834,1.3707
2014-02-18,0.9057,1.0,0.8366,1.3731
2014-02-19,0.9017,1.0,0.8307,1.3745
2014-02-20,0.8954,1.0,0.827,1.3706
2014-02-21,0.8992,1.0,0.8312,1.3707
2014-02-22,0.8992,1.0,0.8312,1.3707
2014-02-23,0.8992,1.0,0.8312,1.3707
2014-02-24,0.8968,1.0,0.8282,1.3735
2014-02-25,0.9034,1.0,0.8331,1.3754
2014-02-26,0.9011,1.0,0.8326,1.3726
2014-02-27,0.894,1.0,0.8316,1.3656
2014-02-28,0.8947,1.0,0.8376,1.3813
2014-03-01,0.8947,1.0,0.8376,1.3813
2014-03-02,0.8947,1.0,0.8376,1.3813
2014-03-03,0.8947,1.0,0.8376,1.3768
2014-03-04,0.893,1.0,0.837,1.3768
2014-03-05,0.896,1.0,0.8385,1.3732
2014-03-06,0.9012,1.0,0.8419,1.3745
2014-03-07,0.9088,1.0,0.8475,1.3894
2014-03-08,0.9088,1.0,0.8475,1.3894
2014-03-09,0.9088,1.0,0.8475,1.3894
2014-03-10,0.9037,1.0,0.847,1.3881
2014-03-11,0.9029,1.0,0.8471,1.385
2014-03-12,0.8964,1.0,0.8468,1.3887
2014-03-13,0.9072,1.0,0.852,1.3942
2014-03-14,0.901,1.0,0.8543,1.3884
2014-03-15,0.901,1.0,0.8543,1.3884
2014-03-16,0.901,1.0,0.8543,1.3884
2014-03-17,0.901,1.0,0.8543,1.3906
2014-03-18,0.9083,1.0,0.8562,1.3902
2014-03-19,0.9119,1.0,0.8622,1.3913
2014-03-20,0.902,1.0,0.8537,1.3762
2014-03-21,0.9061,1.0,0.8531,1.378
2014-03-22,0.9061,1.0,0.8531,1.378
2014-03-23,0.9061,1.0,0.8531,1.378
2014-03-24,0.9081,1.0,0.8536,1.3774
2014-03-25,0.9136,1.0,0.8544,1.3789
2014-03-26,0.9195,1.0,0.8572,1.3791
2014-03-27,0.9239,1.0,0.8596,1.3758
2014-03-28,0.927,1.0,0.8671,1.3759
2014-03-29,0.927,1.0,0.8671,1.3759
2014-03-30,0.927,1.0,0.8671,1.3759
2014-03-31,0.9221,1.0,0.8664,1.3788
2014-04-01,0.9263,1.0,0.8674,1.379
2014-04-02,0.9239,1.0,0.8628,1.3795
2014-04-03,0.9219,1.0,0.8573,1.3771
2014-04-04,0.9234,1.0,0.8546,1.37
2014-04-05,0.9234,1.0,0.8546,1.37
2014-04-06,0.9234,1.0,0.8546,1.37
2014-04-07,0.9279,1.0,0.8599,1.3723
2014-04-08,0.9292,1.0,0.8607,1.3774
2014-04-09,0.9367,1.0,0.8666,1.3794
2014-04-10,0.9414,1.0,0.8716,1.3867
2014-04-11,0.9375,1.0,0.8678,1.3872
2014-04-12,0.9375,1.0,0.8678,1.3872
2014-04-13,0.9375,1.0,0.8678,1.3872
2014-04-14,0.9392,1.0,0.8683,1.3827
2014-04-15,0.9392,1.0,0.8687,1.3803
2014-04-16,0.9378,1.0,0.8629,1.384
2014-04-17,0.9365,1.0,0.8625,1.3855
2014-04-18,0.9365,1.0,0.8625,1.3855
2014-04-19,0.9365,1.0,0.8625,1.3855
2014-04-20,0.9365,1.0,0.8625,1.3855
2014-04-21,0.9365,1.0,0.8625,1.3855
2014-04-22,0.9356,1.0,0.8575,1.3817
2014-04-23,0.9284,1.0,0.861,1.3834
2014-04-24,0.9294,1.0,0.8608,1.382
2014-04-25,0.9294,1.0,0.8608,1.3831
2014-04-26,0.9294,1.0,0.8608,1.3831
2014-04-27,0.9294,1.0,0.8608,1.3831
2014-04-28,0.929,1.0,0.8582,1.3861
2014-04-29,0.9242,1.0,0.8544,1.3826
2014-04-30,0.9287,1.0,0.8556,1.385
2014-05-01,0.9295,1.0,0.8613,1.385
2014-05-02,0.9277,1.0,0.8629,1.3862
2014-05-03,0.9277,1.0,0.8629,1.3862
2014-05-04,0.9277,1.0,0.8629,1.3862
2014-05-05,0.9269,1.0,0.8663,1.3874
2014-05-06,0.9286,1.0,0.8683,1.3945
2014-05-07,0.9344,1.0,0.8699,1.3927
2014-05-08,0.9373,1.0,0.8653,1.3953
2014-05-09,0.9362,1.0,0.8649,1.3781
2014-05-10,0.9362,1.0,0.8649,1.3781
2014-05-11,0.9362,1.0,0.8649,1.3781
2014-05-12,0.9363,1.0,0.8624,1.3765
2014-05-13,0.9344,1.0,0.8623,1.3703
2014-05-14,0.9401,1.0,0.8626,1.3719
2014-05-15,0.9376,1.0,0.8661,1.3659
2014-05-16,0.9354,1.0,0.8653,1.3696
2014-05-17,0.9354,1.0,0.8653,1.3696
2014-05-18,0.9354,1.0,0.8653,1.3696
2014-05-19,0.9351,1.0,0.864,1.3715
2014-05-20,0.9288,1.0,0.8633,1.3702
2014-05-21,0.9235,1.0,0.8566,1.3676
2014-05-22,0.9264,1.0,0.8572,1.3668
2014-05-23,0.9241,1.0,0.8567,1.363
2014-05-24,0.9241,1.0,0.8567,1.363
2014-05-25,0.9241,1.0,0.8567,1.363
2014-05-26,0.9241,1.0,0.8567,1.363
2014-05-27,0.9271,1.0,0.8552,1.3638
2014-05-28,0.9268,1.0,0.8569,1.3608
2014-05-29,0.9283,1.0,0.8494,1.3612
2014-05-30,0.9319,1.0,0.8495,1.3607
2014-05-31,0.9319,1.0,0.8495,1.3607
2014-06-01,0.9319,1.0,0.8495,1.3607
2014-06-02,0.926,1.0,0.8495,1.3611
2014-06-03,0.927,1.0,0.8443,1.3645
2014-06-04,0.9274,1.0,0.8438,1.3627
2014-06-05,0.9278,1.0,0.8422,1.3567
2014-06-06,0.9332,1.0,0.8493,1.3642
2014-06-07,0.9332,1.0,0.8493,1.3642
2014-06-08,0.9332,1.0,0.8493,1.3642
2014-06-09,0.9332,1.0,0.8503,1.3608
2014-06-10,0.9368,1.0,0.8497,1.3547
2014-06-11,0.9385,1.0,0.853,1.3547
2014-06-12,0.9391,1.0,0.8608,1.3528
2014-06-13,0.9418,1.0,0.8679,1.3534
2014-06-14,0.9418,1.0,0.8679,1.3534
2014-06-15,0.9418,1.0,0.8679,1.3534
2014-06-16,0.9412,1.0,0.8669,1.3532
2014-06-17,0.9352,1.0,0.8677,1.3568
2014-06-18,0.9337,1.0,0.8658,1.3563
2014-06-19,0.9401,1.0,0.8719,1.362
2014-06-20,0.9405,1.0,0.871,1.3588
2014-06-21,0.9405,1.0,0.871,1.3588
2014-06-22,0.9405,1.0,0.871,1.3588
2014-06-23,0.9439,1.0,0.8703,1.3596
2014-06-24,0.9422,1.0,0.8714,1.3618
2014-06-25,0.9358,1.0,0.8674,1.3615
2014-06-26,0.9406,1.0,0.8729,1.3606
2014-06-27,0.9437,1.0,0.8784,1.362
2014-06-28,0.9437,1.0,0.8784,1.362
2014-06-29,0.9437,1.0,0.8784,1.362
2014-06-30,0.942,1.0,0.8776,1.3658
2014-07-01,0.9454,1.0,0.876,1.3688
2014-07-02,0.9458,1.0,0.8768,1.3656
2014-07-03,0.938,1.0,0.8764,1.3646
2014-07-04,0.938,1.0,0.8764,1.3646
2014-07-05,0.938,1.0,0.8764,1.3646
2014-07-06,0.938,1.0,0.8764,1.3646
2014-07-07,0.9356,1.0,0.8734,1.3592
2014-07-08,0.9385,1.0,0.875,1.3589
2014-07-09,0.9397,1.0,0.8789,1.3603
2014-07-10,0.9397,1.0,0.8821,1.3604
2014-07-11,0.9391,1.0,0.8817,1.3595
2014-07-12,0.9391,1.0,0.8817,1.3595
2014-07-13,0.9391,1.0,0.8817,1.3595
2014-07-14,0.94,1.0,0.8816,1.3627
2014-07-15,0.9387,1.0,0.881,1.3613
2014-07-16,0.9337,1.0,0.8728,1.3532
2014-07-17,0.9377,1.0,0.8715,1.3525
2014-07-18,0.9366,1.0,0.8659,1.3525
2014-07-19,0.9366,1.0,0.8659,1.3525
2014-07-20,0.9366,1.0,0.8659,1.3525
2014-07-21,0.939,1.0,0.8703,1.3518
2014-07-22,0.9389,1.0,0.8685,1.3481
2014-07-23,0.9434,1.0,0.8673,1.3465
2014-07-24,0.9448,1.0,0.8605,1.3472
2014-07-25,0.9414,1.0,0.8576,1.344
2014-07-26,0.9414,1.0,0.8576,1.344
2014-07-27,0.9414,1.0,0.8576,1.344
2014-07-28,0.939,1.0,0.8552,1.3433
2014-07-29,0.9395,1.0,0.8547,1.3429
2014-07-30,0.9382,1.0,0.8512,1.3401
2014-07-31,0.9324,1.0,0.8486,1.3379
2014-08-01,0.9294,1.0,0.8505,1.3395
2014-08-02,0.9294,1.0,0.8505,1.3395
2014-08-03,0.9294,1.0,0.8505,1.3395
2014-08-04,0.9294,1.0,0.851,1.3422
2014-08-05,0.9342,1.0,0.8528,1.3382
2014-08-06,0.9306,1.0,0.8439,1.3345
2014-08-07,0.9268,1.0,0.8474,1.3368
2014-08-08,0.9246,1.0,0.8463,1.3388
2014-08-09,0.9246,1.0,0.8463,1.3388
2014-08-10,0.9246,1.0,0.8463,1.3388
2014-08-11,0.928,1.0,0.8461,1.3386
2014-08-12,0.9256,1.0,0.8453,1.3346
2014-08-13,0.9298,1.0,0.8434,1.336
2014-08-14,0.9297,1.0,0.8476,1.3373
2014-08-15,0.9332,1.0,0.8488,1.3388
2014-08-16,0.9332,1.0,0.8488,1.3388
2014-08-17,0.9332,1.0,0.8488,1.3388
2014-08-18,0.9326,1.0,0.848,1.3383
2014-08-19,0.9338,1.0,0.8463,1.3354
2014-08-20,0.928,1.0,0.8428,1.3284
2014-08-21,0.9254,1.0,0.8372,1.3262
2014-08-22,0.9326,1.0,0.84,1.3267
2014-08-23,0.9326,1.0,0.84,1.3267
2014-08-24,0.9326,1.0,0.84,1.3267
2014-08-25,0.9321,1.0,0.8352,1.32
2014-08-26,0.9293,1.0,0.8321,1.3192
2014-08-27,0.9319,1.0,0.8338,1.3177
2014-08-28,0.9353,1.0,0.8372,1.3178
2014-08-29,0.9349,1.0,0.8377,1.3188
2014-08-30,0.9349,1.0,0.8377,1.3188
2014-08-31,0.9349,1.0,0.8377,1.3188
2014-09-01,0.9349,1.0,0.8377,1.3188
2014-09-02,0.9293,1.0,0.8385,1.3115
2014-09-03,0.929,1.0,0.8315,1.3151
2014-09-04,0.934,1.0,0.8326,1.3015
2014-09-05,0.9341,1.0,0.8294,1.2948
2014-09-06,0.9341,1.0,0.8294,1.2948
2014-09-07,0.9341,1.0,0.8294,1.2948
2014-09-08,0.9365,1.0,0.8314,1.2947
2014-09-09,0.9266,1.0,0.8276,1.2902
2014-09-10,0.9158,1.0,0.8253,1.2929
2014-09-11,0.9176,1.0,0.82,1.2928
2014-09-12,0.906,1.0,0.8194,1.2931
2014-09-13,0.906,1.0,0.8194,1.2931
2014-09-14,0.906,1.0,0.8194,1.2931
2014-09-15,0.8996,1.0,0.8144,1.2911
2014-09-16,0.9007,1.0,0.818,1.2949
2014-09-17,0.9069,1.0,0.8195,1.2956
2014-09-18,0.8968,1.0,0.8092,1.2872
2014-09-19,0.8966,1.0,0.815,1.2852
2014-09-20,0.8966,1.0,0.815,1.2852
2014-09-21,0.8966,1.0,0.815,1.2852
2014-09-22,0.891,1.0,0.8152,1.2845
2014-09-23,0.8916,1.0,0.8115,1.2892
2014-09-24,0.8876,1.0,0.8075,1.2826
2014-09-25,0.882,1.0,0.8067,1.2712
2014-09-26,0.8757,1.0,0.7946,1.2732
2014-09-27,0.8757,1.0,0.7946,1.2732
2014-09-28,0.8757,1.0,0.7946,1.2732
2014-09-29,0.8757,1.0,0.7865,1.2701
2014-09-30,0.8752,1.0,0.7767,1.2583
2014-10-01,0.8693,1.0,0.7809,1.2603
2014-10-02,0.8813,1.0,0.7784,1.2631
2014-10-03,0.879,1.0,0.7899,1.2616
2014-10-04,0.879,1.0,0.7899,1.2616
2014-10-05,0.879,1.0,0.7899,1.2616
2014-10-06,0.879,1.0,0.7753,1.2565
2014-10-07,0.876,1.0,0.7836,1.2607
2014-10-08,0.8769,1.0,0.7826,1.2645
2014-10-09,0.8883,1.0,0.7898,1.2763
2014-10-10,0.8772,1.0,0.7859,1.2638
2014-10-11,0.8772,1.0,0.7859,1.2638
2014-10-12,0.8772,1.0,0.7859,1.2638
2014-10-13,0.8772,1.0,0.7859,1.2638
2014-10-14,0.8796,1.0,0.7883,1.2646
2014-10-15,0.8721,1.0,0.7838,1.2666
2014-10-16,0.8788,1.0,0.798,1.2749
2014-10-17,0.875,1.0,0.7929,1.2823
2014-10-18,0.875,1.0,0.7929,1.2823
2014-10-19,0.875,1.0,0.7929,1.2823
2014-10-20,0.8774,1.0,0.7928,1.2773
2014-10-21,0.8819,1.0,0.7975,1.2762
2014-10-22,0.8791,1.0,0.7961,1.2693
2014-10-23,0.8763,1.0,0.7876,1.2669
2014-10-24,0.8758,1.0,0.7818,1.2659
2014-10-25,0.8758,1.0,0.7818,1.2659
2014-10-26,0.8758,1.0,0.7818,1.2659
2014-10-27,0.8817,1.0,0.7818,1.2679
2014-10-28,0.8817,1.0,0.7892,1.2748
2014-10-29,0.8868,1.0,0.7923,1.2737
2014-10-30,0.8768,1.0,0.7816,1.2598
2014-10-31,0.8805,1.0,0.784,1.2524
2014-11-01,0.8805,1.0,0.784,1.2524
2014-11-02,0.8805,1.0,0.784,1.2524
2014-11-03,0.8736,1.0,0.7775,1.2493
2014-11-04,0.8721,1.0,0.7722,1.2514
2014-11-05,0.8733,1.0,0.7818,1.248
2014-11-06,0.8608,1.0,0.7731,1.2517
2014-11-07,0.8544,1.0,0.7691,1.2393
2014-11-08,0.8544,1.0,0.7691,1.2393
2014-11-09,0.8544,1.0,0.7691,1.2393
2014-11-10,0.8671,1.0,0.7772,1.2486
2014-11-11,0.8622,1.0,0.7759,1.2424
2014-11-12,0.8675,1.0,0.7808,1.2467
2014-11-13,0.8701,1.0,0.788,1.2456
2014-11-14,0.8691,1.0,0.7882,1.2436
2014-11-15,0.8691,1.0,0.7882,1.2436
2014-11-16,0.8691,1.0,0.7882,1.2436
2014-11-17,0.8788,1.0,0.7952,1.2496
2014-11-18,0.8721,1.0,0.7914,1.2514
2014-11-19,0.8665,1.0,0.7923,1.2535
2014-11-20,0.8593,1.0,0.7851,1.2539
2014-11-21,0.8633,1.0,0.7867,1.2422
2014-11-22,0.8633,1.0,0.7867,1.2422
2014-11-23,0.8633,1.0,0.7867,1.2422
2014-11-24,0.8687,1.0,0.7883,1.241
2014-11-25,0.8593,1.0,0.7861,1.2424
2014-11-26,0.8535,1.0,0.7809,1.2475
2014-11-27,0.8535,1.0,0.7809,1.2475
2014-11-28,0.8535,1.0,0.7809,1.2475
2014-11-29,0.8535,1.0,0.7809,1.2475
2014-11-30,0.8535,1.0,0.7809,1.2475
2014-12-01,0.8453,1.0,0.7825,1.2469
2014-12-02,0.8504,1.0,0.7869,1.2424
2014-12-03,0.8407,1.0,0.7807,1.2331
2014-12-04,0.8398,1.0,0.7763,1.2311
2014-12-05,0.8371,1.0,0.7778,1.2362
2014-12-06,0.8371,1.0,0.7778,1.2362
2014-12-07,0.8371,1.0,0.7778,1.2362
2014-12-08,0.8277,1.0,0.7703,1.2258
2014-12-09,0.8241,1.0,0.7653,1.2369
2014-12-10,0.8321,1.0,0.7678,1.2392
2014-12-11,0.8323,1.0,0.7819,1.2428
2014-12-12,0.8274,1.0,0.7816,1.245
2014-12-13,0.8274,1.0,0.7816,1.245
2014-12-14,0.8274,1.0,0.7816,1.245
2014-12-15,0.8236,1.0,0.7779,1.2426
2014-12-16,0.8223,1.0,0.7742,1.2537
2014-12-17,0.8158,1.0,0.7797,1.2448
2014-12-18,0.814,1.0,0.7708,1.2285
2014-12-19,0.8185,1.0,0.7762,1.2279
2014-12-20,0.8185,1.0,0.7762,1.2279
2014-12-21,0.8185,1.0,0.7762,1.2279
2014-12-22,0.8161,1.0,0.7746,1.2259
2014-12-23,0.8118,1.0,0.7727,1.2213
2014-12-24,0.8112,1.0,0.7707,1.2219
2014-12-25,0.8112,1.0,0.7707,1.2219
2014-12-26,0.8112,1.0,0.7707,1.2219
2014-12-27,0.8112,1.0,0.7707,1.2219
2014-12-28,0.8112,1.0,0.7707,1.2219
2014-12-29,0.8137,1.0,0.7756,1.2197
2014-12-30,0.813,1.0,0.7788,1.216
2014-12-31,0.8202,1.0,0.7829,1.2141
